label	content
取消值机-非本人操作被变更座位	为什么我之前定好的座位被换了啊！！！
其他	你好，手机不支持NFC，能开eID吗
带物品登机	弹力素可以带么
其他	没有预留31K？现在该如何更改？谢谢
行程-索要发票、行程单等	飞机发票
行程-索要发票、行程单等	我要补行程单
【提取】行程缺失-如何手添	7月14日乘SC8065，为什么查不到行程？外方统一订票。
其他	泰国的航空怎么没有
出入境办理-边防	新加坡过境签
其他	CA1956
其他	行程校验单
其他	登机牌上有什么信息
带物品登机	医用拐杖能上飞机吗？
其他	人工给我回复
客票搜索-超过查询次数	查询机票次数超过限次
如何进入飞行模式	如何打开飞行模式
登机、过检时间	啥时值机
行李托运限额	可以几件托运行李
【提取】手添新版-廉航如何添加	春秋的为什么没有显示
行李托运物品要求	一次性刮胡刀可以不用托运吗
手机值机---为自己值机索引	怎么网上值机
其他	获取个人乘车证明
【提取】行程缺失-如何手添	app不能顯示我的行程
乘机证件相关_未成年人	儿童坐飞机需要户口本吗？
【手添】手添成功的行程不显示	已经手动添加但还是无法显示
【提取】行程缺失-如何手添	这几天为何不能显示未来机票行程
其他	您这边可以帮我看下吗
值机详情-未开放选座、什么时间开放选座	请问6/5的航班什么时候可以网上办理值机
接送机---如何申请接送机发票	通过你们约的接机和送机的发票怎么开
航司电话	航空公司电话
带物品登机	金属玩具枪可以带上飞机吗
通用---咨询客服电话	方便，有电话联系一下吗？
里程累计	怎么累计里程
携带物品要求	军用迷彩背囊能随身携带上飞机吗？
值机详情-座位被预留	预留座位
【提取】行程缺失-如何手添	不是直达的航班为什么查不到
婴儿餐	我要预约儿童餐，素餐怎么做？
未显示国际行程	如何添加国际行程
航司是否支持手机值机	东方航空航班可以在航旅纵横上值机吗
值机-值机选座失败	没什么不能选座
值机记录-查看自己、他人、同行人的座位	能帮我看一下我在线选座是否成功了吗
其他	春秋怎么看不出
【隐私规则】查询他人行程	能添加其他人的行程吗
带物品登机	可以带充电宝吗
其他	笔记本电脑电池需要卸掉吗
他人值机-部分航司儿童不支持办理	儿童如何跟随成人值机
其他	联系电话
座位标志说明	选座橘色黄色
行李超重	国泰航空行李托运超重多少钱一斤
其他	随身可以携带什么
其他	点了也取消不了
其他	是自动提取的被我删除了
电子客票号错误	客票号中有字母怎么不对？
账户信息-如何修改手机号	换了手机号
如何为他人值机	能添加别人的行程值机吗
其他	哈尔滨机场的值机柜台在什么地方
机票---预订机票	限制消费人员可以购买机票吗
行程-索要发票、行程单等	怎么开发票
带物品登机	20800毫安的充电宝可以带上飞机吗
无法认证	你好 我的同事 束志明32030319620226001X 无法注册 好像不识别身份证号码 怎么办？请解决问题
其他	EID
【隐私规则】行程提取时间	我2014年前的行程提取不出来
非本人行程无法值机	非本人行程不能值机？什么意思？
带物品登机	国航班机小孩的滑板车能带上飞机吗？
其他	我的航班取消了
其他	长春春没有3号
行李托运物品要求	普通人能托运蜂蜜吗
行李托运限额	国际托运行李重量？
询问机翼、靠窗位置	机舱安全出口在什么位置
带物品登机	请问飞机上让带液体嘛
值机-值机选座失败	值机失败，请稍后在试
值机-同行人添加数量限制	为什么只能添加2个同行人
退票、改签	买的广州到成都，现想改深圳到成都？怎么办
其他	9.99E+12
打招呼	在
他人值机-部分航司儿童不支持办理	婴儿要不要选票
无法取消值机	取消值机不能取消
其他	怎么用Pro版
手机值机---为自己值机索引	我要选座位
什么是值机	值机是什么意思
认证-注销账号	注销后重新再申请应该不会有以前的账号信息了吧
其他	如果因为前一趟航班延误，影响赶下一趟飞机怎么处理？
行程-索要发票、行程单等	你好，请问为什么无法上传行程单
修改中文名	改名
未显示国际行程	有些国际航班没显示
机票---票价、余票提醒	机票搜索
修改中文名	请修改认证的姓名
其他	理赔
带物品登机	充电宝每人可以多大的？
带物品登机	化妆品可以带多少上飞机
取消值机-非本人操作被变更座位	网上直接座位被改了
取消值机-如何取消值机	你好，怎样取消值机
未显示国际行程	几年的旅行信息都没有了
【提取】出现了非本人购票的航班	我没有定今天的航班 怎么莫名其妙的有今天的航班呢
其他	同行的其他伙伴都可以取消，仅一人不可更改是为什么？
其他	旧护照
认证-如何认证	如何添加港澳通行证
其他	人工问答
其他	航班取消证明怎么打印
机票---票价、余票提醒	机票查询
【提取】行程缺失-如何手添	亚行怎么导入行程
其他	你看一下截图
带物品登机	请问下国内航班可以带几条香烟
其他	在这里办理完直机可在在机场补登机牌吗？
其他	经停
手机值机---为自己值机索引	怎样手机选座
认证-注销账号	账号注销
无法认证	台湾通行证认证失败
带物品登机	退热贴可以带上飞机吗
机票---预订机票	大龄老人如何买机票
证件-删除已添加证件	怎么删除认证
行李超重	行李额购买票号是啥？
其他	航班取消后自动退款？
值机详情-座位被预留	预留座位
其他	WIFI
遗失物品	物品丢失
无法取消值机	你好 在航旅纵横值机的航班，但无法取消值机了
手机值机---为自己值机索引	跟团飞机可以选座吗
如何兑换积分	怎样兑换里程
其他	刚注册进来
行程无法添加	添加了客票信息，说添加行程失败，是怎么回事呢？
其他	我添加了，但是又显示重复
孕妇乘机	孕妇服务
如何预约选座	请问这个APP中如何预先选座位？
值机-同行人添加数量限制	同行人只能有3个吗
延误、取消	飞机延误了怎么办
添加新证件格式错误	为什么添加身份证号上面显示证件格式不对
常客卡添加步骤	怎么绑定凤凰知音
无法认证	你好 证件无法认证
行程没有短信提醒	手机值机了没收到短信
临时乘机证明办理	身份证丢了，乘飞机怎么办
行李携带须知	直机禁止携带的行李
订餐	HU7869有没有餐饮
带物品登机	请问随身携带液体有什么规定
带物品登机	粉底液能不能直接带上飞机
其他	美国国内航程
其他	无法选择怎么办
登机、过检时间	国内航班一般提早多久到
如何查看行程	怎么看港澳行程
值机-如何为同行人办理值机	怎样才能为多个同行人员值机
【隐私规则】查询他人行程	我想问问，我能提供别人名字和身份证号码，能查他的购票记录吗？
其他	工具箱的时候提前卡片在哪里？
无法取消值机	手机值机无法取消
其他	出票
退票、改签	您好 怎么改签
询问机翼、靠窗位置	我想选择紧急出口的位置可以吗
其他	华夏航空
预约选座失败	预约值机不成功
【隐私规则】查询他人行程	如何帮别人查询航班行程
其他	ka636
值机详情-座位被预留	麻烦帮我取消座位预留信息！
其他	机场地图
手机值机是否还需取票	在手机上值机了，到机场就不用取票了吗？
询问机翼、靠窗位置	怎么才能避开机翼
退票、改签	你好，由于飞机延误，我需要退票，请帮我处理。
其他	为什么限制
他人值机-部分航司儿童不支持办理	带婴儿选座有没有优待
行程-索要发票、行程单等	发票怎么开？
如何进入飞行模式	离线模式怎么开
抱怨	等于没说
通用---咨询客服电话	海南航空人工客服电话
询问机翼、靠窗位置	机翼旁边靠窗的位置有哪些
其他	在这里不能解决吗
如何为他人值机	如何帮别人值机
值机记录-变更或取消他人的座位	帮他人取消值机
行程-索要发票、行程单等	6月20日济南到泉州厦航飞机，电子发票如何获取
其他	没有这些页面如何处理？
他人值机-部分航司儿童不支持办理	怎么为儿童手机值机
他人值机-部分航司儿童不支持办理	小孩无法添加为同行人怎么办？
退票、改签	我现在要退票推不掉，是携程网订的，在航宇纵横上手机值机的
如何查看电子行程单	未查到出行行程单
其他	领取登机牌
如何预约选座	没看到预约选座？
行李超重	请问平台上购机票是说没有行李免费托运额的，是不是就不能免费托运行李
航班动态咨询---其他	KN2927是否延误
带物品登机	熟鸡蛋可以带上飞机吗
通用---咨询客服电话	人工服务没有嘛
遗失物品	找不到了
其他	我的凤凰知音卡里程怎么不显示？
行李托运限额	请问这个航班有免费行李托运吗？
【隐私规则】查询他人行程	请问如何用户照查询他人给定的机票
值机详情-未开放选座、什么时间开放选座	我买了2019年7月12日21时35分的机票，为什么到现在还不能用手机办理值机？
如何添加常用联系人	怎么添加常出行人吗
结束语	好谢谢
【提取】行程缺失-如何手添	如何添加行程
其他	以前的行程
行李携带须知	什么不能带上机
带物品登机	移动电源上没有显示电源容量，只有额定能量为18.5WH，可以上飞机吗
其他	浙江附近哪里飞三亚便宜
其他	化妆水
其他	还是无法添加
其他	哈尔滨机场东航值机柜台
如何预约选座	如何预约座位？
如何为他人值机	国际航班为他人值机
带物品登机	化妆品要带有ml标识的吗
航站楼查询	到南京禄口机场是T2还是T1
行李托运限额	可以免费托运多少重
值机-值机选座失败	我怎么不能手机选座
带物品登机	充电宝最大能带多少毫安
值机详情-未开放选座、什么时间开放选座	SC8050航班什么时候可以网上办理值机
如何为他人值机	我可以为别人选座吗
带物品登机	乌龟可以携带吗
其他	待出行怎么看不到
商务舱座位分布	我订的票是商务舱，为什么只能选头等舱的座位？
其他	值机记录
其他	西藏航空手机值机
行李携带须知	乘坐飞机禁止携带哪些物品？
其他	人工安检
pro版下载	Pro版在哪里下载
带物品登机	锂电池规定
带物品登机	乘坐飞机可否携带熟食粽子
其他	请问用护照在美国买的机票行程单为什么不显示啊？
手机值机---为自己值机索引	1在哪个页面找？首页只有手机值机而没有手机选座。
值机-值机选座失败	你好！为什么我值机时上面显示非本人不能值机
其他	有线耳机
行李托运物品要求	你好，充电宝必须托运吗
值机记录-变更或取消他人的座位	办理他人值机取消
【隐私规则】查看某航班是否购买成功	迪拜飞国内能否查询是否购票成功
乘机证件相关_未成年人	2岁儿童坐飞机需要什么证件
其他	尽快
【提取】行程缺失-如何手添	买了飞机票怎么没显示了
取消值机后是否可以重新值机	取消值机后还可以从新值机吗
带物品登机	蓝牙耳机可以带飞机上不
退票、改签	改签同一航空公司没有航班怎么办
携带物品要求	我想问一下，如果我想带宠物狗去外地坐飞机，需要准备什么相关证件呢
证件-删除已添加证件	已认证的身份证号码填写错误如何删除
其他	手机选座
行李超重	没有免费行李额是什么意思
带物品登机	请问乘坐飞机时可以带化妆品吗？
值机-值机选座失败	暂不支持手机值机，是啥意思？是时间没到还是不允许手机值机？
值机-值机选座失败	为什么不能帮别人选坐
取消值机-非本人操作被取消值机	为什么我预选的座位会调整
退票、改签	如果别人给我订票，我手机完成值机后，别人还能不能退票
如何查询往返机票	在哪买往返机票？
手机值机---为自己值机索引	怎么选座位呢
其他	团队机票是否显示
查询航班行李限额	MU2065行李托运限重
带物品登机	国际航班可以带杨梅上飞机吗
其他	麻烦后台帮我改一下
其他	那为什么我朋友的显示
其他	为什么只有这2个座可以选
机票---预订机票	怎么样订机票？？
其他	但是可用里程是0
【数据】已使用行程仍然显示未使用	以乘坐航班为什么显示还是未使用？
手机值机---为自己值机索引	怎么给机票选座
其他	你好，分装瓶容量不超过100ml，但是上面没有显示多少毫升，可以带吗
乘机证件相关_成年人	从国外回来乘坐国内的航班，值机的时候证件用身份证还是护照？
预约值机-关于预约选座是否靠谱的疑问	你还，买飞机票时已经预定了座位，那在航旅纵横上就不用在选座位了吗
机票---预订机票	最早提前多久订机票
【提取】行程缺失-如何手添	行程提取仅支持本人添加行程
机票名字错误	我登记的名字跟你们出机票的名字不符
他人值机-部分航司儿童不支持办理	儿童如何办理值机
其他	我坐的是首都航班
【隐私规则】行程提取时间	2010年的形程怎么查询
抱怨	无法沟通
其他	泰国航空不支持吗
婴儿乘机	婴儿乘机规定
其他	价格监控
如何为他人值机	你好我想帮别人选座可以么
行程验真	国际机票能验真伪吗
【提取】Pro版历史行程未提全	我是pro 版 为什么14年行程没有
行程-索要发票、行程单等	怎么获取行程单？
值机-同行人添加数量限制	你好！我预约值机为啥只能选3个人的座位，我有4个同行人，怎么预约值机？
航线图未显示行程	亲 我新添加的航线经常没有在航线图上显示
他人值机-部分航司儿童不支持办理	小孩可以办理值机吗
其他	里程可以延后吗？
值机-值机选座失败	还是不能给同行人值机
机票---预订机票	订不了票！
他人值机-部分航司儿童不支持办理	你好 我在办理值机过程中 提示同行的一名儿童与我们不同航班 我们六个人订的都是同一航班
航司电话	南方航空的电话是多少
登机、过检时间	预约值机，需要多久位置能确定
如何获取电子登机牌	电子登机牌怎样获得？
预约选座失败	为什么有的航班不可以提前预约选座
如何预约选座	你好一般什么时间可以预约值机
行李携带须知	飞机上哪些东西不能带
其他	一直延误
其他	我朋友家小孩都选起了的呀
电子登机牌与纸质登机牌	用航旅纵横APP给自己和家人选座值机，生成了一个二维码（登机牌），我们还需要换纸质登机牌吗？这样一个二维码，可以让我们同时过安检和登机嘛？我们不需要办理托运。
其他	我没有购买今天的航班
值机-值机选座失败	值机怎么不能选同行人？
接送机发票没有收到	接机的发票为什么一直没有发给我？
其他	我之前用支付宝注册了航旅纵横
【提取】行程缺失-如何手添	我明天回国的机票怎么看不到
航班保护中	我没有开保护
其他	宠物投运
如何添加同行人	如何添加其他乘客
中转路线	请问怎么知道自己的航站楼
认证-如何认证	我要注册，怎么操作
登机、过检时间	起飞前多久停止值机
结束语	好的谢谢了
【隐私规则】查询他人行程	如何查询别人的航班
其他	雷达
其他	可以随机
其他	无线网
带物品登机	充电宝用多大的
询问机翼、靠窗位置	机舱安全出口一般在多少号
其他	休息室
带物品登机	蝴蝶酥可以带上飞机嘛
账户信息-获取不到验证码	手机值机我收不到手机号验证码
关于南航选座	cz8371明天起飞，我没找到可以选座
机票---预订机票	儿童自行座飞机✈️怎么买票呢
QQ群进不去	申请加群一天了，没反应。
值机详情-未开放选座、什么时间开放选座	SC航班什么时候可以选座位
值机-如何为同行人办理值机	可以帮助同行的人办理值机吗
其他	这个是英
预约选座失败	我已完成6月4号的，为什么还是不能预约9号的值机？
带物品登机	携带液体要求
值机-值机选座失败	软件可以选应急们通道的座位吗？我怎么无法选择
手机值机---为自己值机索引	请问在哪里选我想要的座位呢
其他	哈尔滨机场几个航站楼
行李限额	多少寸行李箱上飞机
其他	怎么删除
其他	怎么解决
如何预约选座	预约座位可以值机吗？
其他	可以买吗
其他	这是我自己的行程
机票---预订机票	航旅纵横能购买机票吗
手机值机---为自己值机索引	天津机场值机可以吗
其他	认证证件
订餐	经济舱有餐饮服务嘛
歧义-如何获取登机牌	是到柜台上办理机票吗？
退票、改签	退机票
座位标志说明	如果座位被锁定，应该提前告知，怎么还能让预选。
其他	小孩机票
值机记录-查看自己、他人、同行人的座位	怎么样看座位
【提取】行程缺失-如何手添	为什么有的历史航班没有显示
其他	能赔吗
其他	怎么没有显示
如何预约选座	怎么提前预约座位
无法认证	一直认证不了
婴儿乘机	今天孩子生日，坐飞机有惊喜吗
【提取】行程缺失-如何手添	为什么我好多的行程都没有
行程-索要发票、行程单等	发票的单号哪里看的到
其他	没有显示
其他	？？？？？
取消值机-如何取消值机	已值机如何取消选座
航班动态咨询---其他	怎么看实时航班
其他	怎么分享
值机-值机选座失败	为什么我自己选择不了值机？
航旅限制访问	被限制了是什么意思
带物品登机	湿巾可以带上飞机吗？
航司电话	天津航空公司服务热线是多少
【隐私规则】查询他人行程	如何用身份证查看航班信息
行李托运物品要求	自购刀具可以托运吗？
登机、过检时间	可以提前托运行李吗
认证需要多久	认证护照需要几天
其他	手提行李
无法取消值机	没有办法取消值机
其他	工具箱在哪选
其他	真人
未显示国际行程	为什么出国的航班查询不到？
其他	出现其他行程的原因
修改中文名	我的姓名进行过变更，如果重新进行认证
其他	打印机票
带物品登机	电池能带上飞机吗
其他	电子票
值机-值机选座失败	无法给同行人办理值机
航班中转联程	什么联程机票
具体开放哪些座位	为啥明明有很多空位置，我不能选
无法认证	这软件不能绑身份证跟我之前买的机票姓名有关？
他人值机-部分航司儿童不支持办理	如何为孩子办值机
【提取】手添新版-廉航如何添加	春秋航空添加不上
托运流程	去哪托运行李
如何获取电子登机牌	如何查询我的电子凭证
值机记录-变更或取消他人的座位	我怎么取消同行人的值机
其他	CZ
【提取】行程缺失-如何手添	手机不显示已定航班信息
如何查看行程	请问，可以帮我查一下我🈶机票记录吗
其他	失物
账户信息-获取不到验证码	澳洲手机号无法收到注册验证码
值机-值机选座失败	我要办理值机，现在怎么办不了值机
其他	我己反复操作了十几次了，无法加载，
带物品登机	可携带的酒
无法取消值机	你好我的行程无法取消值机
航司是否支持手机值机	台湾的航班也可以在这里值机吧？
取消值机-非本人操作被变更座位	为什么我选完座  告诉我被占用 给我调到别的座位？
他人值机-部分航司儿童不支持办理	带婴儿能手机选座吗
值机-如何为同行人办理值机	怎么帮朋友值机
行程-索要发票、行程单等	行程单打印
【隐私规则】行程提取时间	2015年前的行程
航班详情-拥挤度的意思	拥挤率是什么
取消值机-非本人操作被变更座位	为什么我的座位被更改
认证-重复认证失败	我的账号显示重复认证，我已经提交新的信息到你们指定邮箱
取消值机-如何取消值机	取消天津至乌兰浩特值机。
带物品登机	25000的充电宝可以随身携带吗
其他	进入常用联系人
值机详情-如何删除常用联系人	如何删除联系人
其他	MU9755   14号航班飞香港
其他	HU7696
订餐	需要餐食怎么预定
其他	不是机票
座位标志说明	为啥有的座位锁着
未显示国际行程	国外的出行记录没有
其他	网上值机
机票---预订机票	我买的明天的机票
他人值机-部分航司儿童不支持办理	如何为儿童值机
其他	携带婴儿
他人值机-部分航司儿童不支持办理	28月小孩子无法手机网上预约值机！怎么处理
值机-值机选座失败	我值机不了，为什么
其他	6月11日
【提取】行程缺失-如何手添	使用过的航程还可以添加么
兑换中心---查找兑换口令	怎样查看已经兑换的口令
如何查看行程	定了机票以后多久可以查到行程
其他	电子客票号是什么
携带物品要求	彩妆可以带上飞机吗
【提取】行程缺失-如何手添	为什么这次航班信息没提醒
【隐私规则】行程提取时间	你好， Ruhr 看到 一七年以前的飞行
其他	客票信息显示舱位等级为经济舱（K） 手机值机时选择座位 能选舱位等级为经济舱（Y）的吗
如何进入飞行模式	航旅纵横离线模式怎么开
其他	退换
机票---预订机票	购票
行李托运限额	托运行李超限可以和同行人一起算吗
登机、过检时间	什么时候确定值机
其他	紧急
其他	找不到页面啊
带物品登机	托运对化妆品有没有什么要求
其他	你好我要给孩子补一张票怎么办理？
取消值机-如何取消值机	你好 怎么取消值机
认证-取消认证	我要取消证件认证
行李超重	可以买行李额吗
婴儿乘机	婴儿坐飞机需要注意事项
取消值机-如何取消值机	取消座位
航司是否支持手机值机	国际航班能不能手机值机
如何为他人值机	如何帮别人值机
值机-同行人添加数量限制	同行选座可以选几人？
值机-值机选座失败	你好，值机值不了，页面刷不出来
打招呼	你好。
带物品登机	从宜昌到贵阳的飞机可以随身携带腊肉，豆豉吗？
延误、取消	飞机晚点提前多久通知
带物品登机	护肤品有限制吗
未显示国际行程	你好，我昨天去柬埔寨的航班为什么没有显示
行李托运物品要求	你好，化妆品水乳液超过100ml 是需要托运么
行李携带须知	国际航班酒水携带要求
取消值机后果	取消某次航班值机会影响去机场柜台办理该次航班值机吗
未显示国际行程	国际航班可以显示吗
其他	下方没有取消的显示
其他	说些没用的
航班动态咨询---其他	能查到我的行程么
其他	买的经济舱显示头等舱
婴儿乘机	婴儿如何购票
【提取】行程缺失-如何手添	你好，为什么证件号码一致，但是行程显示不出来
其他	通航飞机什么意思
【提取】行程缺失-如何手添	查不到航班
如何进入飞行模式	怎么开启飞行模式
航线图未显示行程	为什么不显示我的行程在航线图里
QQ群进不去	你们的服务超级烂 没人回复也就算了 并且给一个永远加不进去的QQ群
如何查看行程	我朋友帮我买的机票该怎么查询
他人值机-部分航司儿童不支持办理	为什么孩子的身份证值机值不了？
如何查看电子行程单	我已经买了机票了，怎么查行程单
抱怨	你们再不改善那些低端小问题 客户都跑了哟
飞机上能否使用手机	飞机上可以用手机听歌吗？
其他	行程提醒
什么是open状态	什么叫open票啊
其他	我给忘记了
其他	没安检显示已安检
【提取】行程缺失-如何手添	行程已经添加成功
抱怨	晕
其他	套餐价啥意思
带物品登机	上机对充电宝有何要求
机票---预订机票	我的机票定了吗
手机值机---为自己值机索引	多次值机失败，可以协助吗
值机-值机选座失败	为什么我给别人值机不了
其他	杨 018-2358865806
他人值机-部分航司儿童不支持办理	怎么帮同行孩子值机
机票---预订机票	这软件有订票功能吗？
账户信息-如何修改手机号	我今天只是修改了手机号码
行李限额	行李箱限额
其他	如何更改电子邮箱
其他	PRO版费用多久
遗失物品	丢了东西
其他	客服群 怎么把我踢出去啦
无法取消值机	我取消今天下午出发重庆到天津的值机业务取消不了
常用联系人的页面在哪里	常用联系人在哪？
贵宾厅	vip休息室
如何成为vip选座	我九日下午乘国际航班  我没买头等座  有幸成为贵宾的  想知道  谢谢
其他	护照
证件-删除已添加证件	删除原有用户证件认证
登机流程	网上值机后如何登机
其他	可以找你帮一个忙吗？
值机-如何为同行人办理值机	怎么和同程人一起选座
登机、过检时间	托运行李最迟需提前多久
行李托运物品要求	笔记本电脑能托运吗？
通用---咨询客服电话	客服人工电话是多少
值机详情-未开放选座、什么时间开放选座	怎么才知道开始选择座位了？
其他	原帐号未注销，但已停机，怎么注销
通用---咨询客服电话	没有客服电话
手机值机---为自己值机索引	怎么在手机上办理值机？
值机详情-座位被预留	有预留座位是否需要重新选座
如何看海拔高度	你好，怎么查看飞机时速和高度
手机值机---为自己值机索引	怎么值机
什么是open状态	OPEN票怎么办理
如何为他人值机	怎么提别人选座，自己不乘机
登机、过检时间	我想选前排座椅，请问什么时候能值机？
手机值机---为自己值机索引	可以用手机选座位吗
其他	飞行情况
乘机证件相关_成年人	乘机证件有什么
乘机证件相关_未成年人	儿童用身份证乘机
其他	只有户口簿可以吗
带物品登机	奶粉可以带吗
取消值机-如何取消值机	航班延误，如何取消值机
认证-注销账号	我需要注销
打招呼	哈喽
电子登机牌与纸质登机牌	有电子登机牌还需要办理纸质登机牌吗
带物品登机	坐飞机可以带多少毫升洗发水？
证件-删除已添加证件	如何删除自己的证件
【提取】行程缺失-如何手添	我的机票信息都没显示，怎么操作啊？
其他	厦门航空
他人值机-部分航司儿童不支持办理	携带刚出生37的宝宝该如何值机
其他	能查询我老婆的登机纪录吗
其他	请人工帮取消
查询次数上限	访问次数超过限制
座位标志说明	手机值机为什么所有座位都不可选？
其他	哈尔滨机场国航值机柜台位置
如何预约选座	如何预订座位？不是值机
歧义-如何获取登机牌	自动值机之后怎么取票？
【提取】行程缺失-如何手添	我个人原定的机票取消了，但是我在你们app上帮其他同行人预定的座位，现在我看不到信息了，怎么办？
其他	我去意大利的
值机-值机选座失败	我为什么不能值机？
抱怨	你看吗？
机票---票价、余票提醒	身份证可以查定的机票价格吗？
通用---咨询客服电话	人工客服电话多少？
无法认证	为什么我的所有认证都失败了
【隐私规则】查询他人行程	你好，请问别人在他下载的旅航纵横上帮我订过机票，他有我的身份证号码和名字，那在他的旅航纵横上是不是就可以查到我今后的行程记录呢？
手机值机---为自己值机索引	再哪里选座
带物品登机	香烟只能带两条吗
乘机证件相关_成年人	乘机证件都有哪些
无法取消值机	手机选座取消不了了，影响改签
其他	没有修改
值机-值机选座失败	我的怎么选不好座
其他	手机选座
值机-值机选座失败	老是值机失败
行李托运物品要求	蚊香液可以托运吗
如何添加常用联系人	香港回乡证怎么添加常用联系人
其他	有互动的微信号嘛
行程-索要发票、行程单等	9991956203992如何打印行程单
其他	是我本人值机，却显示这页面，什么意思？
飞机有wifi吗	飞机上有无线网么
其他	Fdsfsdfas
认证-如何认证	如何上传身份证认证
延误险	航班延误赔偿
预约选座失败	为什么我不能给同乘人预约值机？
查询航班行李限额	南方航空行李限额
其他	哈
修改中文名	我新换了护照，总是添加不了，说我的英文名字与中文名字不符，如何解决
【提取】行程缺失-如何手添	印尼鹰航的行程为什么导入不进去
其他	石家庄到沈阳
有氧舱问题	如何申请有氧仓？
其他	17702937676
里程累计	我的里程在哪存储呢
退票、改签	我要改签机票
【提取】行程缺失-如何手添	我的机票信息怎么显示不出来呀，
【提取】行程缺失-如何手添	我的行程添加成功了，为什么没有显示
【隐私规则】查询他人行程	输入身份证查航班可吗
其他	动车和飞机行程同时显示
其他	能给几个人选
退票、改签	改签查询
其他	化妆品可上机吗？
如何补打登机牌	补打登机牌
手机值机托运问题	需要托运行李，就不能提前选座吗？
闲聊	你会什么
其他	报账
如何获取电子客票号	电子客票号在哪？？
打招呼	这个软件能做什么
机票---预订机票	购买机票后多长时间可以查询到
带物品登机	化妆品可以带吗
其他	我朋友定的票，你能看见票价是多少
带物品登机	能带50ml以内的液体吗
通用---咨询客服电话	我需要联系人工客服
手机值机---为自己值机索引	可以手机选座了吗？
如何修改常用联系人	常用联系人在哪里修改
其他	南方航空行李托运
遗失物品	托运，行李被打开，丢了东西。
修改中文名	认证的护照姓和名写反了怎么改
未显示国际行程	你好， 为什么我看不到我飞韩国的行程呢？
【提取】行程缺失-如何手添	你好我16号晚上出行北京，现在没有显示待出行信息
其他	我想问一下
如何获取别人的电子登机牌	帮朋友选座位后可以出电子登机牌吗
值机-如何为同行人办理值机	同样航班，我朋友已经值机好了
值机-如何为同行人办理值机	如何为家人值机
其他	常客卡怎么弄
其他	这样不好吧！同行人不能选到一起，不方便。难道你们还要限制乘机人数吗？
飞机上物品遗失	物品遗失在飞机上
其他	出入境
登机流程	第一次做飞机因该怎么办
带物品登机	你好，乘飞机允许带白酒吗？
如何修改常用联系人	修改常用旅客信息
其他	没有其它方式吗
登机、过检时间	电子值机以后最晚几点可以过安检
【隐私规则】查看某航班是否购买成功	在哪查询机票订好没有
非本人行程无法值机	选座时说我不是本人
如何添加同行人	保存保存同行人
行程-索要发票、行程单等	费用报销
其他	请回答，谢谢
姓名-认证非本人	我现在上不了航旅纵横提示说：该证件己被其他帐号认证
其他	你们联系方式
行程-索要发票、行程单等	增加行程单
其他	带婴儿
行程-索要发票、行程单等	机票报销行程单怎么邮寄？或者机场打印？
登机、过检时间	可以提前多久打印登机牌
【隐私规则】行程提取时间	为什么12年的查不到。
其他	什么意思
退票、改签	取消航班
托运流程	怎么托运
无法添加同行人	已添加同行人 但值机不了
其他	接送机无订单
其他	群
身份证带有x如何认证	身份证有字母
行李超重	托运行李价格多少
机票---预订机票	怎么订机票？
行李限额	多大尺寸的行李箱可以带上飞机
行李托运限额	免费拖运行李的重量是多少？
机票---预订机票	怎么在app上买票
机票---预订机票	我最近购买了两趟飞机票，但只显示一趟可选座，后面的那趟如何选座？
行李限额	请问每人行李限额
其他	电子票号
里程累计	ps288飞行了6个多小时，行程怎么才2000公里？
【隐私规则】行程提取时间	我在2010年9月份乘机从厦门飞往郑州，为何行程上没有显示？
取消值机-非本人操作被变更座位	为什么预约成功的座位，会被无缘无故的调换?！
其他	纵横为何没有春秋航空
值机-如何为同行人办理值机	如何为同行人办理选座
其他	CZ 3250到达广州是广州南 还是北
携带物品要求	飞机可以带夹板吗
非本人行程无法值机	为什么一直显示非本人行程，不可值机呢
其他	有没有退单
【隐私规则】行程提取时间	2012年的航班
行李转盘	行李转盘号查询
其他	2009年
他人值机-部分航司儿童不支持办理	携带0-2岁婴儿如何值机
临时乘机证明办理	怎么办临时身份证
值机-值机选座失败	为什么手机选不了座
其他	如何办理积分卡
带物品登机	从柏林飞北京可以随身带玻璃杯子吗
其他	有什么办法可以解决？
行程-索要发票、行程单等	行程单没有怎么回事？
【提取】出现了非本人购票的航班	没订过的航班出现在航旅上了
行李托运物品要求	液体托运
机票---预订机票	有余票为什么订不了
其他	网上约好值机选好位子，航空公司会给你信息吗？
行李携带须知	行李都能带什么
抱怨	你还是没解决
通用---咨询客服电话	客服电话号码是多少
取消值机-如何取消值机	为什么不解决取消座位的问题
行李限额	可以带大书包吗
无法添加同行人	你好，国际航班，手机选座不可以添加同行人吗
其他	你好，买票之后，又想带小孩出行该怎么办
登机、过检时间	6月10日GT1096什么时候可以值机
其他	出境航班
其他	总说我电话不对
wifi租赁	如果预约wifi
【隐私规则】查询他人行程	能用身份证查询机票？
机票---预订机票	我要订票
带物品登机	小米充电宝可以带上飞机吗
机票---预订机票	如何帮朋友买票
其他	精转的飞机怎么没显示
如何修改常用联系人	怎么改常用乘客信息？
其他	我的历史记录不完整
他人值机-部分航司儿童不支持办理	儿童网上值机
取消值机-如何取消值机	我只希望取消选座
行李托运物品要求	国际航班饮料可以托运吗
其他	春秋航空机票如何绑定
其他	里程卡
其他	爱心服务订单哪里查看
错误代码	错误代码3121
